format_version,questionnaire_id,questionnaire_version,title,language,instructions,attribution,item_id,prompt,required,subscale,option_id,option_label,score_value
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-03,I have physical sensations that even doctors dont understand,true,,o2,I strongly disagree,2
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-03,I have physical sensations that even doctors dont understand,true,,o3,I neither agree nor disagree,3
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-03,I have physical sensations that even doctors dont understand,true,,o4,I partially agree,4
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-03,I have physical sensations that even doctors dont understand,true,,o5,I completely agree,5
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-04,I am able to describe my feelings easily,true,,o1,I don't agree at all,1
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-04,I am able to describe my feelings easily,true,,o2,I strongly disagree,2
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-04,I am able to describe my feelings easily,true,,o3,I neither agree nor disagree,3
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-04,I am able to describe my feelings easily,true,,o4,I partially agree,4
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-04,I am able to describe my feelings easily,true,,o5,I completely agree,5
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-05,I prefer to analyze problems rather than just describe them,true,,o1,I don't agree at all,1
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-05,I prefer to analyze problems rather than just describe them,true,,o2,I strongly disagree,2
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-05,I prefer to analyze problems rather than just describe them,true,,o3,I neither agree nor disagree,3
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-05,I prefer to analyze problems rather than just describe them,true,,o4,I partially agree,4
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-05,I prefer to analyze problems rather than just describe them,true,,o5,I completely agree,5
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-06,"When I am upset, I dont know if I am sad, frightened, or angry",true,,o1,I don't agree at all,1
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-06,"When I am upset, I dont know if I am sad, frightened, or angry",true,,o2,I strongly disagree,2
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-06,"When I am upset, I dont know if I am sad, frightened, or angry",true,,o3,I neither agree nor disagree,3
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-06,"When I am upset, I dont know if I am sad, frightened, or angry",true,,o4,I partially agree,4
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-06,"When I am upset, I dont know if I am sad, frightened, or angry",true,,o5,I completely agree,5
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-07,I am often puzzled by sensations in my body,true,,o1,I don't agree at all,1
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-07,I am often puzzled by sensations in my body,true,,o2,I strongly disagree,2
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-07,I am often puzzled by sensations in my body,true,,o3,I neither agree nor disagree,3
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-07,I am often puzzled by sensations in my body,true,,o4,I partially agree,4
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-07,I am often puzzled by sensations in my body,true,,o5,I completely agree,5
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-08,I prefer to just let things happen rather than to understand why they turned out that way,true,,o1,I don't agree at all,1
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-08,I prefer to just let things happen rather than to understand why they turned out that way,true,,o2,I strongly disagree,2
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-08,I prefer to just let things happen rather than to understand why they turned out that way,true,,o3,I neither agree nor disagree,3
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-08,I prefer to just let things happen rather than to understand why they turned out that way,true,,o4,I partially agree,4
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-08,I prefer to just let things happen rather than to understand why they turned out that way,true,,o5,I completely agree,5
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-09,I have feelings that I cant quite identify,true,,o1,I don't agree at all,1
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-09,I have feelings that I cant quite identify,true,,o2,I strongly disagree,2
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-09,I have feelings that I cant quite identify,true,,o3,I neither agree nor disagree,3
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-09,I have feelings that I cant quite identify,true,,o4,I partially agree,4
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-09,I have feelings that I cant quite identify,true,,o5,I completely agree,5
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-10,Being in touch with emotions is essential,true,,o1,I don't agree at all,1
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-10,Being in touch with emotions is essential,true,,o2,I strongly disagree,2
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-10,Being in touch with emotions is essential,true,,o3,I neither agree nor disagree,3
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-10,Being in touch with emotions is essential,true,,o4,I partially agree,4
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-10,Being in touch with emotions is essential,true,,o5,I completely agree,5
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-11,I find it hard to describe how I feel about people,true,,o1,I don't agree at all,1
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-11,I find it hard to describe how I feel about people,true,,o2,I strongly disagree,2
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-11,I find it hard to describe how I feel about people,true,,o3,I neither agree nor disagree,3
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-11,I find it hard to describe how I feel about people,true,,o4,I partially agree,4
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-11,I find it hard to describe how I feel about people,true,,o5,I completely agree,5
questionnaire-csv-v1,tas-20-en,1,Toronto Alexithymia Scale,en,Select one response for each item.,"Wording, response descriptions, and numeric response values were supplied by the researcher. Max Planck Institute for Human Brain and Cognitive Sciences, Stephanstrasse 1a, 04103 Leipzig, Germany, Department of Neurology. Where source response descriptions are blank, the interface renders the numeric value. The participant instruction and required-item flags are application authoring defaults and may be edited before packaging. Scoring/subscale interpretation was not supplied and is not inferred.",item-12,People tell me to describe my feelings more,true,,o1,I don't agree at all,1
